1, 513 459 411 27.44;
2, 353 352 345 27.44;
3, 334 336 328 27.44;
4, 330 333 324 27.44;
5, 330 334 324 27.44;
6, 328 332 322 27.37;
7, 329 332 323 27.56;
8, 328 331 321 28.;
9, 327 330 321 28.56;
10, 329 333 323 29.25;
11, 328 331 322 29.87;
12, 328 331 322 30.12;
13, 328 332 322 30.25;
14, 329 332 322 30.25;
15, 328 331 322 30.31;
16, 328 332 322 30.31;
17, 328 332 322 30.25;
18, 328 331 322 30.31;
19, 328 331 322 30.19;
20, 329 331 322 30.12;
21, 328 331 321 30.12;
22, 328 331 322 30.06;
23, 328 331 322 30.06;
24, 328 332 322 30.;
25, 328 332 322 29.94;
26, 328 331 322 29.87;
27, 328 331 322 29.81;
28, 328 331 322 29.75;
29, 328 331 322 29.75;
30, 328 331 322 29.69;
31, 328 331 322 29.69;
32, 328 331 322 29.62;
33, 328 331 321 29.56;
34, 329 332 323 29.56;
35, 329 333 323 29.5;
36, 328 331 321 29.44;
37, 328 331 321 29.37;
38, 328 331 321 29.31;
39, 328 331 322 29.31;
40, 327 331 321 29.19;
41, 327 331 321 29.19;
42, 328 331 321 29.12;
43, 327 331 321 29.12;
44, 328 331 322 29.06;
45, 327 331 321 29.06;
46, 327 331 321 29.;
47, 328 331 322 29.;
48, 327 330 321 29.;
49, 328 331 322 28.87;
50, 327 331 321 28.87;
51, 328 331 322 28.81;
52, 328 331 321 28.81;
53, 328 331 322 28.81;
54, 328 331 322 28.75;
55, 327 330 321 28.75;
56, 328 332 322 28.69;
57, 328 331 322 28.62;
58, 328 331 322 28.62;
59, 328 331 322 28.62;
60, 328 331 322 28.62;
61, 328 332 322 28.56;
62, 328 331 322 28.5;
63, 328 331 322 28.5;
64, 327 331 321 28.5;
65, 327 331 321 28.44;
66, 327 330 321 28.44;
67, 328 331 321 28.37;
68, 327 330 321 28.37;
69, 327 331 321 28.37;
70, 327 331 322 28.37;
71, 328 331 322 28.31;
72, 327 331 321 28.37;
73, 328 331 322 28.31;
74, 327 331 321 28.31;
75, 328 332 322 28.31;
76, 328 331 321 28.25;
77, 328 331 321 28.31;
78, 327 331 321 28.25;
79, 328 331 322 28.19;
80, 327 331 321 28.19;
81, 328 331 322 28.19;
82, 328 331 322 28.19;
83, 328 331 321 28.19;
84, 328 331 322 28.19;
85, 328 331 321 28.12;
86, 328 331 321 28.12;
87, 328 331 322 28.06;
88, 328 331 322 28.12;
89, 328 331 322 28.12;
90, 328 331 322 28.06;
91, 327 331 321 28.06;
92, 328 332 322 28.06;
93, 327 331 321 28.;
94, 328 332 322 28.;
95, 328 331 321 27.94;
96, 328 331 322 28.;
97, 327 331 321 27.94;
98, 328 331 321 27.94;
99, 328 331 321 27.94;
