1, 646 496 112 30.12;
2, 646 495 112 30.12;
3, 645 496 113 30.12;
4, 646 496 114 30.12;
5, 645 496 113 30.12;
6, 646 495 113 30.12;
7, 645 495 113 30.12;
8, 646 496 114 30.25;
9, 646 496 112 30.19;
10, 646 496 113 30.25;
11, 646 496 113 30.19;
12, 645 496 113 30.25;
13, 646 496 114 30.19;
14, 646 496 114 30.19;
15, 645 496 112 30.19;
16, 645 496 113 30.19;
17, 646 496 113 30.19;
18, 646 496 112 30.25;
19, 646 495 113 30.19;
20, 646 495 112 30.19;
21, 645 496 113 30.25;
22, 646 496 113 30.25;
23, 645 496 113 30.19;
24, 646 496 113 30.25;
25, 645 496 113 30.19;
26, 646 496 113 30.25;
27, 646 495 112 30.25;
28, 646 496 112 30.25;
29, 647 496 112 30.19;
30, 646 497 112 30.25;
31, 646 496 112 30.25;
32, 646 496 113 30.25;
33, 646 496 113 30.25;
34, 646 496 113 30.31;
35, 646 496 112 30.25;
36, 646 496 114 30.25;
37, 645 496 113 30.25;
38, 646 496 112 30.25;
39, 646 496 114 30.25;
40, 646 496 113 30.25;
41, 646 496 113 30.31;
42, 646 495 113 30.25;
43, 647 496 112 30.25;
44, 646 496 30 30.25;
45, 646 496 114 30.25;
46, 646 496 114 30.25;
47, 646 496 112 30.25;
48, 646 496 111 30.31;
49, 646 496 113 30.31;
50, 646 496 112 30.31;
51, 646 496 113 30.31;
52, 646 69 0 0.;
53, 646 496 114 30.25;
54, 645 496 114 30.25;
55, 645 496 11 0.;
56, 645 496 113 30.31;
57, 646 495 112 30.31;
58, 645 496 112 30.31;
59, 645 495 112 30.25;
60, 645 496 113 30.31;
61, 645 496 113 30.31;
62, 645 495 112 30.31;
63, 645 497 113 30.31;
64, 645 496 114 30.31;
65, 646 497 112 30.37;
66, 646 496 112 30.31;
67, 646 497 112 30.31;
68, 646 497 113 30.31;
69, 646 496 114 30.31;
70, 645 496 11 0.;
71, 646 497 114 30.31;
72, 646 496 112 30.37;
73, 645 496 113 30.37;
74, 646 497 112 30.31;
75, 646 497 112 30.31;
76, 646 496 114 30.31;
77, 646 496 113 30.37;
78, 646 496 113 30.37;
79, 646 496 113 30.31;
80, 646 496 113 30.31;
81, 646 496 112 30.37;
82, 645 496 113 30.37;
83, 645 496 113 30.37;
84, 646 496 112 30.37;
85, 645 496 113 30.31;
86, 646 497 113 30.31;
87, 645 496 113 30.31;
88, 646 497 113 30.37;
89, 646 497 112 30.37;
90, 645 496 113 30.37;
91, 646 497 114 30.37;
92, 646 497 114 30.37;
93, 647 497 112 30.37;
94, 647 497 114 30.37;
95, 647 497 112 30.37;
96, 647 497 113 30.37;
97, 647 497 112 30.37;
98, 647 497 114 30.37;
99, 648 497 114 30.37;
100, 647 497 113 30.31;
101, 648 496 113 30.31;
102, 648 498 113 30.37;
103, 647 497 113 30.31;
104, 648 497 113 30.37;
105, 647 497 114 30.31;
106, 647 497 114 30.31;
107, 648 496 112 30.37;
108, 647 497 113 30.37;
109, 647 497 114 30.37;
110, 647 497 113 30.37;
111, 647 497 114 30.37;
112, 648 498 112 30.37;
113, 647 497 114 30.37;
114, 648 497 113 30.37;
115, 648 497 114 30.31;
116, 648 497 114 30.37;
117, 648 497 112 30.37;
118, 648 497 112 30.37;
119, 648 497 112 30.37;
120, 647 497 113 30.37;
121, 648 497 114 30.37;
122, 648 496 112 30.31;
123, 648 497 114 30.37;
124, 648 497 113 30.37;
125, 647 497 113 30.37;
126, 647 0 0 0.;
127, 648 497 113 30.37;
128, 647 497 11 0.;
129, 648 497 112 30.37;
130, 648 497 113 30.37;
131, 647 497 113 30.37;
132, 648 497 113 30.37;
133, 647 497 113 30.37;
134, 648 497 114 30.37;
135, 647 30 114 30.37;
136, 647 497 113 30.37;
137, 647 497 113 30.37;
138, 648 497 112 30.37;
139, 647 497 114 30.37;
140, 647 497 113 30.37;
141, 647 497 113 30.44;
142, 647 497 113 30.37;
143, 648 497 113 30.37;
144, 647 497 114 30.37;
145, 647 497 113 30.37;
146, 647 497 113 30.37;
147, 647 497 114 30.37;
148, 648 496 112 30.37;
149, 647 497 114 30.37;
150, 647 497 113 30.44;
151, 647 497 113 30.37;
152, 647 497 113 30.37;
153, 647 497 113 30.37;
154, 0 114 30 30.37;
155, 648 496 112 30.37;
156, 648 497 114 30.37;
157, 647 497 113 30.37;
158, 648 497 112 30.37;
159, 647 497 113 30.37;
160, 647 497 113 30.37;
161, 648 497 112 30.44;
162, 647 497 113 30.44;
163, 647 497 114 30.37;
164, 648 496 112 30.37;
165, 647 497 114 30.44;
166, 648 498 113 30.44;
167, 648 497 113 30.44;
168, 647 497 113 30.44;
169, 648 498 112 30.37;
170, 648 497 113 30.37;
171, 647 497 114 30.37;
172, 648 497 114 30.37;
173, 648 497 112 30.37;
174, 648 498 112 30.37;
175, 648 497 113 30.44;
176, 648 498 113 30.44;
177, 648 496 112 30.37;
178, 647 497 113 30.37;
179, 648 497 113 30.44;
180, 648 497 114 30.37;
181, 648 497 112 30.37;
182, 647 497 113 30.37;
183, 648 497 113 30.44;
184, 647 497 113 30.44;
185, 648 497 113 30.44;
186, 648 498 113 30.37;
187, 647 497 114 30.44;
188, 648 498 112 30.37;
189, 648 498 113 30.44;
190, 648 497 114 30.44;
191, 647 30 114 30.44;
192, 647 497 113 30.37;
193, 647 497 113 30.44;
194, 648 498 114 30.44;
195, 648 498 112 30.44;
196, 648 497 114 30.44;
197, 648 497 114 30.44;
198, 647 497 113 30.37;
199, 648 497 114 30.44;
200, 648 497 112 30.44;
201, 648 498 113 30.44;
202, 648 497 112 30.44;
203, 648 497 114 30.44;
204, 647 497 113 30.44;
205, 647 497 114 30.37;
206, 647 497 113 30.44;
207, 647 497 114 30.44;
208, 648 498 112 30.44;
209, 647 497 113 30.44;
210, 648 498 112 30.44;
211, 647 497 114 30.44;
212, 648 497 112 30.44;
213, 648 497 113 30.44;
214, 648 498 113 30.44;
215, 647 498 114 30.44;
216, 648 498 113 30.37;
217, 648 497 113 30.44;
218, 647 497 113 30.44;
219, 647 497 113 30.44;
220, 648 498 113 30.44;
221, 648 497 113 30.44;
222, 648 497 113 30.44;
223, 648 497 113 30.44;
224, 648 498 113 30.44;
225, 647 497 113 30.44;
226, 648 497 113 30.44;
227, 648 498 113 30.44;
228, 647 498 114 30.44;
229, 647 497 112 30.44;
230, 648 497 112 30.44;
231, 648 498 113 30.44;
232, 648 498 114 30.44;
233, 647 497 113 30.44;
234, 647 497 113 30.44;
235, 647 497 11 0.;
236, 648 498 112 30.44;
237, 648 498 114 30.44;
238, 648 498 114 30.44;
239, 648 498 114 30.44;
240, 647 497 114 30.44;
241, 648 498 112 30.44;
242, 648 498 114 30.44;
243, 648 498 112 30.5;
244, 648 498 114 30.5;
245, 647 112 30 30.5;
246, 648 498 114 30.5;
247, 647 497 113 30.44;
248, 647 497 113 30.5;
249, 647 497 112 30.44;
250, 648 498 112 30.5;
251, 647 497 113 30.5;
252, 648 498 114 30.5;
253, 648 498 112 30.5;
254, 647 497 113 30.5;
255, 648 498 113 30.5;
256, 648 497 112 30.44;
257, 648 497 112 30.44;
258, 647 497 114 30.44;
259, 648 498 113 30.5;
260, 647 497 113 30.5;
261, 648 498 114 30.5;
262, 647 497 114 30.5;
263, 647 497 113 30.5;
264, 647 498 113 30.5;
265, 647 498 113 30.5;
266, 648 497 113 30.5;
267, 648 498 113 30.5;
268, 648 498 114 30.5;
269, 648 498 114 30.56;
270, 648 498 114 30.5;
271, 648 0 0 0.;
