1, 508 455 409 27.25;
2, 361 357 354 27.25;
3, 344 343 339 27.19;
4, 339 338 334 27.25;
5, 338 337 332 27.19;
6, 337 337 332 27.25;
7, 337 337 332 27.25;
8, 337 337 332 27.25;
9, 336 337 332 27.25;
10, 337 337 332 27.25;
11, 337 336 331 27.25;
12, 337 337 332 27.25;
13, 337 337 332 27.25;
14, 337 337 332 27.25;
15, 337 337 332 27.25;
16, 337 337 332 27.31;
17, 337 337 332 27.25;
18, 336 337 331 27.25;
19, 337 336 331 27.25;
20, 337 337 331 27.31;
21, 337 336 331 27.31;
22, 336 336 330 27.31;
23, 336 336 331 27.31;
24, 336 336 331 27.31;
25, 336 336 330 27.25;
26, 336 336 331 27.31;
27, 336 335 330 27.25;
28, 334 334 329 27.31;
29, 336 336 331 27.31;
30, 336 336 330 27.31;
31, 336 336 331 27.25;
32, 336 336 331 27.31;
33, 336 336 330 27.31;
34, 336 336 330 27.31;
35, 336 336 331 27.31;
36, 335 335 330 27.31;
37, 336 335 330 27.31;
38, 336 335 330 27.25;
39, 336 336 330 27.31;
40, 336 336 330 27.31;
41, 336 336 330 27.31;
42, 336 336 330 27.37;
43, 337 337 331 27.31;
44, 336 336 330 27.31;
45, 336 336 330 27.31;
46, 335 335 330 27.31;
47, 336 336 330 27.31;
48, 336 336 330 27.37;
49, 335 334 329 27.31;
50, 336 336 330 27.37;
51, 336 336 331 27.37;
52, 336 336 331 27.31;
53, 336 336 331 27.31;
54, 337 337 331 27.31;
55, 336 335 330 27.31;
56, 336 336 331 27.37;
57, 336 336 330 27.31;
58, 336 336 330 27.37;
59, 336 336 330 27.31;
60, 336 336 330 27.37;
61, 336 336 330 27.31;
62, 336 336 330 27.25;
63, 336 336 330 27.37;
64, 336 336 330 27.31;
65, 336 336 330 27.31;
66, 336 336 330 27.31;
67, 336 336 330 27.37;
68, 336 336 330 27.37;
69, 336 336 330 27.37;
70, 336 336 330 27.37;
71, 336 336 330 27.37;
72, 336 336 330 27.37;
73, 336 336 330 27.31;
74, 336 336 330 27.37;
75, 336 336 330 27.37;
76, 336 336 330 27.31;
