1, 647 499 113 30.62;
2, 648 0 113 0.;
3, 647 499 114 30.62;
4, 647 499 113 30.62;
5, 647 499 113 30.62;
6, 648 498 112 30.62;
7, 648 500 113 30.69;
8, 647 499 114 30.62;
9, 647 499 112 30.62;
10, 647 499 114 30.62;
11, 648 500 112 30.62;
12, 648 498 112 30.62;
13, 647 499 113 30.62;
14, 647 499 113 30.62;
15, 647 499 111 30.69;
16, 647 500 112 30.62;
17, 648 499 113 30.62;
18, 647 499 113 30.69;
19, 647 499 114 30.69;
20, 648 500 112 30.69;
21, 648 499 112 30.62;
22, 647 499 113 30.62;
23, 647 499 113 30.62;
24, 647 499 112 30.62;
25, 648 499 113 30.69;
26, 646 499 113 0.;
27, 647 499 112 30.69;
28, 646 499 112 30.62;
29, 647 499 112 30.62;
30, 647 499 113 30.69;
31, 647 499 112 30.69;
32, 647 498 113 30.62;
33, 647 499 112 30.62;
34, 647 499 112 30.69;
35, 647 499 112 30.62;
36, 647 500 113 30.62;
37, 647 499 113 30.62;
38, 646 499 113 30.69;
39, 647 499 113 30.62;
40, 647 499 112 30.69;
41, 647 499 113 30.62;
42, 646 499 113 30.62;
43, 647 499 114 30.62;
44, 646 499 499 113.;
45, 647 499 112 30.69;
46, 646 499 113 30.62;
47, 647 499 113 30.62;
48, 647 499 112 30.62;
49, 647 499 113 30.69;
50, 647 500 112 30.69;
51, 647 500 112 30.69;
52, 648 499 112 30.62;
53, 647 499 112 30.62;
54, 647 499 113 30.62;
55, 647 499 113 30.62;
56, 647 499 112 30.62;
57, 647 499 113 30.69;
58, 647 499 113 30.69;
59, 647 500 112 30.62;
60, 647 500 112 30.62;
61, 647 500 112 30.69;
62, 647 500 30 30.69;
63, 646 499 113 30.62;
64, 647 499 113 30.62;
65, 647 499 112 30.62;
66, 647 499 113 30.69;
67, 647 501 112 30.69;
68, 647 500 112 30.62;
69, 647 500 113 30.69;
